Area Name,Year,Sex,Total
Okotoks,2001,3,12065
Rocky View County,2001,3,29714
Calgary,2001,3,904001
Chestermere,2001,3,4397
Cochrane,2001,3,12332
Airdrie,2001,3,21077
Irricana,2001,3,1068
Beiseker,2001,3,853
Crossfield,2001,3,2447
Mountain View County,2001,3,12310
Carstairs,2001,3,2334
Cremona,2001,3,424
Didsbury,2001,3,4007
Olds,2001,3,6750
Sundre,2001,3,2321
Eden Valley 216,2001,3,518
Tsuu T'ina Nation 145 (Sarcee 145),2001,3,2032
Provost No. 52,2001,3,2701
Provost,2001,3,2036
Czar,2001,3,211
Hughenden,2001,3,241
Amisk,2001,3,185
Paintearth County No. 18,2001,3,2241
Coronation,2001,3,924
Castor,2001,3,949
Halkirk,2001,3,120
Stettler County No. 6,2001,3,5491
Big Valley,2001,3,347
Gadsby,2001,3,40
Botha,2001,3,191
Stettler,2001,3,5368
White Sands,2001,3,76
Rochon Sands,2001,3,59
Donalda,2001,3,236
Flagstaff County,2001,3,3766
Alliance,2001,3,175
Galahad,2001,3,164
Forestburg,2001,3,891
Heisler,2001,3,187
Daysland,2001,3,795
Strome,2001,3,279
Killam,2001,3,1027
Sedgewick,2001,3,885
Lougheed,2001,3,233
Hardisty,2001,3,762
Wainwright No. 61,2001,3,4319
Chauvin,2001,3,375
Edgerton,2001,3,411
Wainwright,2001,3,5229
Irma,2001,3,445
Red Deer County,2001,3,18475
Elnora,2001,3,296
Delburne,2001,3,736
Jarvis Bay,2001,3,128
Bowden,2001,3,1197
Innisfail,2001,3,7091
Penhold,2001,3,1773
Red Deer,2001,3,70353
Sylvan Lake,2001,3,7782
Norglenwold,2001,3,271
Lacombe County,2001,3,10753
Birchcliff,2001,3,106
Eckville,2001,3,1038
Half Moon Bay,2001,3,35
Bentley,2001,3,1058
Sunbreaker Cove,2001,3,87
Gull Lake,2001,3,148
Blackfalds,2001,3,3276
Lacombe,2001,3,9617
Clive,2001,3,603
Alix,2001,3,840
Ponoka County,2001,3,8958
Ponoka,2001,3,6489
Parkland Beach,2001,3,100
Rimbey,2001,3,2188
Samson 137,2001,3,3143
Samson 137A,2001,3,16
Montana 139,2001,3,596
Clearwater County,2001,3,11785
Burnstick Lake,2001,3,9
Caroline,2001,3,569
Rocky Mountain House,2001,3,6375
O'Chiese 203,2001,3,516
Sunchild 202,2001,3,611
Big Horn 144A,2001,3,198
Camrose County,2001,3,7426
Bashaw,2001,3,839
Rosalind,2001,3,194
Ferintosh,2001,3,153
Edberg,2001,3,154
New Norway,2001,3,299
Bawlf,2001,3,370
Camrose,2001,3,15297
Bittern Lake,2001,3,226
Hay Lakes,2001,3,354
Beaver County,2001,3,5767
Tofield,2001,3,1849
Ryley,2001,3,447
Holden,2001,3,382
Viking,2001,3,1073
Minburn County No. 27,2001,3,3507
Vegreville,2001,3,5481
Innisfree,2001,3,223
Minburn,2001,3,92
Mannville,2001,3,739
Vermilion River County,2001,3,7688
Paradise Valley,2001,3,157
Lloydminster (Part),2001,3,13618
Kitscoty,2001,3,690
Vermilion,2001,3,4043
Marwayne,2001,3,507
Dewberry,2001,3,205
Two Hills County No. 21,2001,3,2786
Myrnam,2001,3,329
Two Hills,2001,3,1109
Willingdon,2001,3,292
Lamont County,2001,3,4235
Andrew,2001,3,494
Mundare,2001,3,672
Chipman,2001,3,253
Lamont,2001,3,1723
Bruderheim,2001,3,1231
Improvement District No. 13 Elk Island,2001,3,27
Makaoo (Part) 120,2001,3,180
Wetaskiwin County No. 10,2001,3,10884
Wetaskiwin,2001,3,11397
Argentia Beach,2001,3,24
Grandview,2001,3,88
Poplar Bay,2001,3,86
Crystal Springs,2001,3,74
Norris Beach,2001,3,29
Ma-Me-O Beach,2001,3,85
Silver Beach,2001,3,39
Millet,2001,3,2077
Leduc County,2001,3,13166
Beaumont,2001,3,7201
Leduc,2001,3,15410
Devon,2001,3,5107
Calmar,2001,3,1947
Sundance Beach,2001,3,37
Thorsby,2001,3,818
Itaska Beach,2001,3,8
Golden Days,2001,3,129
Warburg,2001,3,573
Breton,2001,3,585
Drayton Valley,2001,3,6247
Brazeau County,2001,3,6751
Parkland County,2001,3,27811
Seba Beach,2001,3,112
Betula Beach,2001,3,8
Point Alison,2001,3,10
Lakeview,2001,3,15
Kapasiwin,2001,3,15
Wabamun,2001,3,614
Spring Lake,2001,3,466
Stony Plain,2001,3,9886
Spruce Grove,2001,3,16431
Strathcona County,2001,3,73732
Fort Saskatchewan,2001,3,13442
Sturgeon County,2001,3,18497
Edmonton,2001,3,684070
St. Albert,2001,3,54314
Gibbons,2001,3,2709
Redwater,2001,3,2211
Bon Accord,2001,3,1567
Morinville,2001,3,6684
Legal,2001,3,1084
Ermineskin 138,2001,3,1701
Pigeon Lake 138A,2001,3,380
Louis Bull 138B,2001,3,919
Stony Plain 135,2001,3,1135
Alexander 134,2001,3,860
Wabamun 133A,2001,3,1023
Wabamun 133B,2001,3,0
Cold Lake,2001,3,11875
Bonnyville No. 87,2001,3,9691
Bonnyville,2001,3,5844
Bonnyville Beach,2001,3,75
Glendon,2001,3,468
Pelican Narrows,2001,3,115
St. Paul County No. 19,2001,3,6249
Elk Point,2001,3,1482
St. Paul,2001,3,5173
Horseshoe Bay,2001,3,56
Smoky Lake County,2001,3,4485
Vilna,2001,3,273
Waskatenau,2001,3,257
Smoky Lake,2001,3,1025
Lac la Biche County,2001,3,8290
Unipouheos 121,2001,3,605
Puskiakiwenin 122,2001,3,443
Saddle Lake 125,2001,3,2996
White Fish Lake 128,2001,3,1205
Cold Lake 149,2001,3,448
Kehewin 123,2001,3,1015
Cold Lake 149A,2001,3,41
Cold Lake 149B,2001,3,113
Beaver Lake 131,2001,3,400
Heart Lake 167,2001,3,129
Lac Ste. Anne County,2001,3,9578
Mayerthorpe,2001,3,1603
Nakamun Park,2001,3,35
Val Quentin,2001,3,146
West Cove,2001,3,109
Yellowstone,2001,3,100
Ross Haven,2001,3,113
Castle Island,2001,3,12
Silver Sands,2001,3,128
Sunset Point,2001,3,181
Alberta Beach,2001,3,780
Birch Cove,2001,3,49
Onoway,2001,3,868
South View,2001,3,87
Sandy Beach,2001,3,206
Sunrise Beach,2001,3,100
Barrhead County No. 11,2001,3,5897
Barrhead,2001,3,4298
Westlock County,2001,3,7007
Woodlands County,2001,3,3915
Whitecourt,2001,3,8623
Westlock,2001,3,4918
Clyde,2001,3,503
Larkspur,2001,3,20
Thorhild County No. 7,2001,3,3647
Athabasca County,2001,3,7687
Mewatha Beach,2001,3,103
Boyle,2001,3,856
Sunset Beach,2001,3,52
Athabasca,2001,3,2477
Island Lake,2001,3,207
Island Lake South,2001,3,73
Bondiss,2001,3,106
South Baptiste,2001,3,46
West Baptiste,2001,3,47
Whispering Hills,2001,3,121
Alexis 133,2001,3,829
Yellowhead County,2001,3,10075
Hinton,2001,3,9632
Edson,2001,3,7775
Improvement District No. 25 Willmore Wilderness,2001,3,0
Crowsnest Pass,2001,3,6317
Kananaskis,2001,3,479
Bighorn No. 8,2001,3,1323
Canmore,2001,3,11088
Ghost Lake,2001,3,70
Waiparous,2001,3,55
Improvement District No. 9 Banff,2001,3,1553
Jasper,2001,3,4288
Banff,2001,3,7352
Improvement District No. 12 Jasper Park,2001,3,51
Ranchland No. 66,2001,3,98
"Stoney 142, 143, 144",2001,3,2222
Wood Buffalo,2001,3,42690
Improvement District No. 24 Wood Buffalo,2001,3,376
Janvier 194,2001,3,257
Gregoire Lake 176,2001,3,107
Gregoire Lake 176A,2001,3,135
Chipewyan 201A,2001,3,0
Old Fort 217,2001,3,4
Allison Bay 219,2001,3,112
Dog Head 218,2001,3,93
Charles Lake 225,2001,3,1
Fort McKay 174,2001,3,0
Namur River 174A,2001,3,0
Namur Lake 174B,2001,3,0
Fort Mackay,2001,3,448
Thebathi 196,2001,3,21
Thabacha Náre 196A,2001,3,0
High Prairie,2001,3,2798
Swan Hills,2001,3,1853
Northern Sunrise County,2001,3,2158
Big Lakes,2001,3,6201
Slave Lake,2001,3,6795
Opportunity No. 17,2001,3,3104
Lesser Slave River No.124,2001,3,2871
Nampa,2001,3,380
Clear Hills,2001,3,2829
Hines Creek,2001,3,448
Northern Lights County,2001,3,4282
Manning,2001,3,1328
High Level,2001,3,3553
Mackenzie County,2001,3,9165
Rainbow Lake,2001,3,1006
Jean Baptiste Gambler 183,2001,3,173
Wabasca 166,2001,3,75
Wabasca 166A,2001,3,525
Wabasca 166B,2001,3,166
Wabasca 166C,2001,3,186
Wabasca 166D,2001,3,878
Utikoomak Lake 155,2001,3,830
Clear Hills 152C,2001,3,14
Utikoomak Lake 155A,2001,3,124
Drift Pile River 150,2001,3,672
Sucker Creek 150A,2001,3,562
Kapawe'no First Nation (Pakashan 150D),2001,3,7
Swan River 150E,2001,3,314
Sawridge 150G,2001,3,67
Sawridge 150H,2001,3,8
Fox Lake 162,2001,3,1300
Kapawe'no First Nation (Freeman 150B),2001,3,65
John d'Or Prairie 215,2001,3,877
Tall Cree 173,2001,3,177
Tall Cree 173A,2001,3,186
Beaver Ranch 163,2001,3,19
Boyer 164,2001,3,176
Child Lake 164A,2001,3,160
Hay Lake 209,2001,3,939
Bushe River 207,2001,3,327
Upper Hay River 212,2001,3,354
Kapawe'no First Nation (Halcro 150C),2001,3,0
Little Buffalo,2001,3,296
Carcajou 187,2001,3,0
Desmarais,2001,3,114
Woodland Cree 226,2001,3,428
Woodland Cree 228,2001,3,101
Kapawe'no First Nation (Grouard 230),2001,3,0
Fort Vermilion 173B,2001,3,2
Loon Lake 235,2001,3,409
Fox Creek,2001,3,2395
Grande Cache,2001,3,3910
Greenview No. 16,2001,3,5545
Valleyview,2001,3,1907
Sturgeon Lake 154,2001,3,894
Sturgeon Lake 154A,2001,3,15
Grande Prairie County No. 1,2001,3,16024
Hythe,2001,3,597
Beaverlodge,2001,3,2156
Wembley,2001,3,1531
Grande Prairie,2001,3,38275
Sexsmith,2001,3,1696
Peace River,2001,3,6381
Smoky River No. 130,2001,3,2451
McLennan,2001,3,817
Donnelly,2001,3,357
Falher,2001,3,1123
Girouxville,2001,3,311
Birch Hills County,2001,3,1665
Spirit River No. 133,2001,3,834
Rycroft,2001,3,622
Spirit River,2001,3,1121
Saddle Hills County,2001,3,2610
Fairview No. 136,2001,3,1833
Fairview,2001,3,3220
Peace No. 135,2001,3,1517
Berwyn,2001,3,555
Grimshaw,2001,3,2485
Horse Lakes 152B,2001,3,332
Duncan's 151A,2001,3,124
Cypress County,2002,1,3378
Medicine Hat,2002,1,26514
Forty Mile County No. 8,2002,1,1822
Foremost,2002,1,272
Bow Island,2002,1,825
Redcliff,2002,1,2347
Warner County No. 5,2002,1,1995
Coutts,2002,1,177
Milk River,2002,1,439
Warner,2002,1,182
Raymond,2002,1,1597
Stirling,2002,1,461
Lethbridge County,2002,1,5330
Lethbridge,2002,1,34566
Coalhurst,2002,1,792
Nobleford,2002,1,328
Barons,2002,1,153
Picture Butte,2002,1,872
Coaldale,2002,1,3156
Taber,2002,1,3278
Taber,2002,1,3961
Barnwell,2002,1,299
Vauxhall,2002,1,591
Newell County No. 4,2002,1,3831
Tilley,2002,1,215
Brooks,2002,1,6508
Duchess,2002,1,475
Rosemary,2002,1,190
Bassano,2002,1,707
Cardston County,2002,1,2197
Magrath,2002,1,979
Improvement District No. 4 Waterton,2002,1,78
Cardston,2002,1,1644
Glenwood,2002,1,134
Hill Spring,2002,1,99
Pincher Creek No. 9,2002,1,1697
Pincher Creek,2002,1,1796
Cowley,2002,1,125
Willow Creek No. 26,2002,1,2874
Fort Macleod,2002,1,1453
Granum,2002,1,202
Claresholm,2002,1,1789
Stavely,2002,1,222
Nanton,2002,1,923
Piikani 147,2002,1,747
Blood 148,2002,1,2023
Blood 148A,2002,1,2
Acadia No. 34,2002,1,281
Special Area No. 2,2002,1,1233
Empress,2002,1,80
Hanna,2002,1,1521
Special Area No. 3,2002,1,793
Oyen,2002,1,508
Cereal,2002,1,88
Youngstown,2002,1,93
Special Area No. 4,2002,1,796
Veteran,2002,1,150
Consort,2002,1,334
Vulcan County,2002,1,1999
Carmangay,2002,1,136
Champion,2002,1,186
Vulcan,2002,1,890
Lomond,2002,1,96
Milo,2002,1,56
Arrowwood,2002,1,97
Wheatland County,2002,1,4285
Strathmore,2002,1,4221
Hussar,2002,1,96
Standard,2002,1,209
Rockyford,2002,1,181
Drumheller,2002,1,4219
Starland County,2002,1,1203
Delia,2002,1,108
Munson,2002,1,124
Morrin,2002,1,134
Kneehill County,2002,1,2778
Carbon,2002,1,281
Acme,2002,1,370
Linden,2002,1,318
Three Hills,2002,1,1436
Trochu,2002,1,521
Siksika 146,2002,1,1462
Foothills No. 31,2002,1,9065
High River,2002,1,4885
Longview,2002,1,159
Turner Valley,2002,1,851
Black Diamond,2002,1,951
Okotoks,2002,1,6624
Rocky View County,2002,1,15873
Calgary,2002,1,469066
Chestermere,2002,1,2803
Cochrane,2002,1,6371
Airdrie,2002,1,11573
Irricana,2002,1,563
Beiseker,2002,1,447
Crossfield,2002,1,1278
Mountain View County,2002,1,6457
Carstairs,2002,1,1226
Cremona,2002,1,213
Didsbury,2002,1,2010
Olds,2002,1,3362
Sundre,2002,1,1166
Eden Valley 216,2002,1,256
Tsuu T'ina Nation 145 (Sarcee 145),2002,1,1098
Provost No. 52,2002,1,1414
Provost,2002,1,1009
Czar,2002,1,107
Hughenden,2002,1,119
Amisk,2002,1,87
Paintearth County No. 18,2002,1,1137
Coronation,2002,1,456
Castor,2002,1,449
Halkirk,2002,1,61
Stettler County No. 6,2002,1,2849
Big Valley,2002,1,178
Gadsby,2002,1,18
Botha,2002,1,102
Stettler,2002,1,2612
White Sands,2002,1,49
Rochon Sands,2002,1,36
Donalda,2002,1,114
Flagstaff County,2002,1,1945
Alliance,2002,1,90
Galahad,2002,1,78
Forestburg,2002,1,455
Heisler,2002,1,96
Daysland,2002,1,384
Strome,2002,1,142
Killam,2002,1,482
Sedgewick,2002,1,427
Lougheed,2002,1,119
Hardisty,2002,1,367
Wainwright No. 61,2002,1,2321
Chauvin,2002,1,191
Edgerton,2002,1,217
Wainwright,2002,1,2603
Irma,2002,1,221
Red Deer County,2002,1,9885
Elnora,2002,1,143
Delburne,2002,1,353
Jarvis Bay,2002,1,73
Bowden,2002,1,612
Innisfail,2002,1,3503
Penhold,2002,1,921
Red Deer,2002,1,36688
Sylvan Lake,2002,1,4274
Norglenwold,2002,1,134
Lacombe County,2002,1,5570
Birchcliff,2002,1,59
Eckville,2002,1,517
Half Moon Bay,2002,1,17
Bentley,2002,1,510
Sunbreaker Cove,2002,1,50
Gull Lake,2002,1,84
Blackfalds,2002,1,1816
Lacombe,2002,1,4829
Clive,2002,1,293
Alix,2002,1,446
Ponoka County,2002,1,4683
Ponoka,2002,1,3095
Parkland Beach,2002,1,53
Rimbey,2002,1,1024
Samson 137,2002,1,1576
Samson 137A,2002,1,14
Montana 139,2002,1,298
Clearwater County,2002,1,6212
Burnstick Lake,2002,1,8
Caroline,2002,1,293
Rocky Mountain House,2002,1,3263
O'Chiese 203,2002,1,260
Sunchild 202,2002,1,292
Big Horn 144A,2002,1,95
Camrose County,2002,1,3918
Bashaw,2002,1,405
Rosalind,2002,1,101
Ferintosh,2002,1,74
Edberg,2002,1,79
New Norway,2002,1,157
Bawlf,2002,1,178
Camrose,2002,1,7422
Bittern Lake,2002,1,124
Hay Lakes,2002,1,192
Beaver County,2002,1,3038
Tofield,2002,1,869
Ryley,2002,1,232
Holden,2002,1,188
Viking,2002,1,488
Minburn County No. 27,2002,1,1878
Vegreville,2002,1,2583
Innisfree,2002,1,109
Minburn,2002,1,47
Mannville,2002,1,365
Vermilion River County,2002,1,4002
Paradise Valley,2002,1,82
Lloydminster (Part),2002,1,7117
Kitscoty,2002,1,350
Vermilion,2002,1,1976
Marwayne,2002,1,257
Dewberry,2002,1,107
Two Hills County No. 21,2002,1,1526
Myrnam,2002,1,169
Two Hills,2002,1,514
Willingdon,2002,1,160
Lamont County,2002,1,2212
Andrew,2002,1,256
Mundare,2002,1,322
Chipman,2002,1,142
Lamont,2002,1,826
Bruderheim,2002,1,650
Improvement District No. 13 Elk Island,2002,1,12
Makaoo (Part) 120,2002,1,90
Wetaskiwin County No. 10,2002,1,5718
Wetaskiwin,2002,1,5560
Argentia Beach,2002,1,18
Grandview,2002,1,50
Poplar Bay,2002,1,43
Crystal Springs,2002,1,41
Norris Beach,2002,1,15
Ma-Me-O Beach,2002,1,45
Silver Beach,2002,1,19
Millet,2002,1,1071
Leduc County,2002,1,6940
Beaumont,2002,1,3868
Leduc,2002,1,7926
Devon,2002,1,2714
Calmar,2002,1,995
Sundance Beach,2002,1,27
Thorsby,2002,1,443
Itaska Beach,2002,1,9
Golden Days,2002,1,81
Warburg,2002,1,287
Breton,2002,1,288
Drayton Valley,2002,1,3277
Brazeau County,2002,1,3589
Parkland County,2002,1,14791
Seba Beach,2002,1,65
Betula Beach,2002,1,6
Point Alison,2002,1,7
Lakeview,2002,1,11
Kapasiwin,2002,1,8
Wabamun,2002,1,323
Spring Lake,2002,1,235
Stony Plain,2002,1,5125
Spruce Grove,2002,1,8667
Strathcona County,2002,1,38371
Fort Saskatchewan,2002,1,6987
Sturgeon County,2002,1,10129
Edmonton,2002,1,348747
St. Albert,2002,1,27518
Gibbons,2002,1,1371
Redwater,2002,1,1160
Bon Accord,2002,1,820
Morinville,2002,1,3415
Legal,2002,1,571
Ermineskin 138,2002,1,859
Pigeon Lake 138A,2002,1,190
Louis Bull 138B,2002,1,484
Stony Plain 135,2002,1,619
Alexander 134,2002,1,444
Wabamun 133A,2002,1,528
Wabamun 133B,2002,1,2
Cold Lake,2002,1,6238
Bonnyville No. 87,2002,1,5273
Bonnyville,2002,1,3001
Bonnyville Beach,2002,1,43
Glendon,2002,1,230
Pelican Narrows,2002,1,61
St. Paul County No. 19,2002,1,3268
Elk Point,2002,1,739
St. Paul,2002,1,2492
Horseshoe Bay,2002,1,47
Smoky Lake County,2002,1,2249
Vilna,2002,1,133
Waskatenau,2002,1,123
Smoky Lake,2002,1,448
Lac la Biche County,2002,1,4340
Unipouheos 121,2002,1,312
Puskiakiwenin 122,2002,1,211
Saddle Lake 125,2002,1,1641
White Fish Lake 128,2002,1,642
Cold Lake 149,2002,1,229
Kehewin 123,2002,1,523
Cold Lake 149A,2002,1,25
Cold Lake 149B,2002,1,65
Beaver Lake 131,2002,1,198
Heart Lake 167,2002,1,76
Lac Ste. Anne County,2002,1,5162
Mayerthorpe,2002,1,754
Nakamun Park,2002,1,26
Val Quentin,2002,1,82
West Cove,2002,1,57
Yellowstone,2002,1,56
Ross Haven,2002,1,66
Castle Island,2002,1,7
Silver Sands,2002,1,70
Sunset Point,2002,1,100
Alberta Beach,2002,1,410
Birch Cove,2002,1,30
Onoway,2002,1,435
South View,2002,1,47
Sandy Beach,2002,1,112
Sunrise Beach,2002,1,53
Barrhead County No. 11,2002,1,3102
Barrhead,2002,1,2025
Westlock County,2002,1,3730
Woodlands County,2002,1,2157
Whitecourt,2002,1,4673
Westlock,2002,1,2311
Clyde,2002,1,258
Larkspur,2002,1,17
Thorhild County No. 7,2002,1,1937
Athabasca County,2002,1,4084
Mewatha Beach,2002,1,66
Boyle,2002,1,431
Sunset Beach,2002,1,29
Athabasca,2002,1,1190
Island Lake,2002,1,124
Island Lake South,2002,1,41
Bondiss,2002,1,58
South Baptiste,2002,1,31
West Baptiste,2002,1,30
Whispering Hills,2002,1,68
Alexis 133,2002,1,449
Yellowhead County,2002,1,5313
Hinton,2002,1,5007
Edson,2002,1,4029
Improvement District No. 25 Willmore Wilderness,2002,1,0
Crowsnest Pass,2002,1,3147
Kananaskis,2002,1,268
Bighorn No. 8,2002,1,700
Canmore,2002,1,5790
Ghost Lake,2002,1,41
Waiparous,2002,1,34
Improvement District No. 9 Banff,2002,1,819
Jasper,2002,1,2231
Banff,2002,1,3795
Improvement District No. 12 Jasper Park,2002,1,22
Ranchland No. 66,2002,1,45
"Stoney 142, 143, 144",2002,1,1121
Wood Buffalo,2002,1,24359
Improvement District No. 24 Wood Buffalo,2002,1,221
Janvier 194,2002,1,145
Gregoire Lake 176,2002,1,53
Gregoire Lake 176A,2002,1,69
Chipewyan 201A,2002,1,0
Old Fort 217,2002,1,2
Allison Bay 219,2002,1,53
Dog Head 218,2002,1,52
Charles Lake 225,2002,1,1
Fort McKay 174,2002,1,0
Namur River 174A,2002,1,0
Namur Lake 174B,2002,1,0
Fort Mackay,2002,1,236
Thebathi 196,2002,1,11
Thabacha Náre 196A,2002,1,0
High Prairie,2002,1,1389
Swan Hills,2002,1,988
Northern Sunrise County,2002,1,1114
Big Lakes,2002,1,3227
Slave Lake,2002,1,3488
Opportunity No. 17,2002,1,1611
Lesser Slave River No.124,2002,1,1520
Nampa,2002,1,194
Clear Hills,2002,1,1528
Hines Creek,2002,1,224
Northern Lights County,2002,1,2220
Manning,2002,1,694
High Level,2002,1,1901
Mackenzie County,2002,1,4919
Rainbow Lake,2002,1,568
Jean Baptiste Gambler 183,2002,1,94
Wabasca 166,2002,1,44
Wabasca 166A,2002,1,270
Wabasca 166B,2002,1,93
Wabasca 166C,2002,1,89
Wabasca 166D,2002,1,435
Utikoomak Lake 155,2002,1,414
Clear Hills 152C,2002,1,6
Utikoomak Lake 155A,2002,1,67
Drift Pile River 150,2002,1,363
Sucker Creek 150A,2002,1,297
Kapawe'no First Nation (Pakashan 150D),2002,1,4
Swan River 150E,2002,1,158
Sawridge 150G,2002,1,38
Sawridge 150H,2002,1,2
Fox Lake 162,2002,1,705
Kapawe'no First Nation (Freeman 150B),2002,1,40
John d'Or Prairie 215,2002,1,469
Tall Cree 173,2002,1,97
Tall Cree 173A,2002,1,97
Beaver Ranch 163,2002,1,12
Boyer 164,2002,1,90
Child Lake 164A,2002,1,86
Hay Lake 209,2002,1,512
Bushe River 207,2002,1,159
Upper Hay River 212,2002,1,185
Kapawe'no First Nation (Halcro 150C),2002,1,0
Little Buffalo,2002,1,162
Carcajou 187,2002,1,0
Desmarais,2002,1,56
Woodland Cree 226,2002,1,238
Woodland Cree 228,2002,1,57
Kapawe'no First Nation (Grouard 230),2002,1,0
Fort Vermilion 173B,2002,1,8
Loon Lake 235,2002,1,217
Fox Creek,2002,1,1299
Grande Cache,2002,1,2096
Greenview No. 16,2002,1,2903
Valleyview,2002,1,948
Sturgeon Lake 154,2002,1,480
Sturgeon Lake 154A,2002,1,11
Grande Prairie County No. 1,2002,1,8616
Hythe,2002,1,315
Beaverlodge,2002,1,1119
Wembley,2002,1,794
Grande Prairie,2002,1,20610
Sexsmith,2002,1,875
Peace River,2002,1,3273
Smoky River No. 130,2002,1,1332
McLennan,2002,1,381
Donnelly,2002,1,165
Falher,2002,1,543
Girouxville,2002,1,157
Birch Hills County,2002,1,864
Spirit River No. 133,2002,1,425
Rycroft,2002,1,332
Spirit River,2002,1,567
Saddle Hills County,2002,1,1356
Fairview No. 136,2002,1,961
Fairview,2002,1,1580
Peace No. 135,2002,1,791
Berwyn,2002,1,284
Grimshaw,2002,1,1266
Horse Lakes 152B,2002,1,160
Duncan's 151A,2002,1,57
Cypress County,2002,2,2990
Medicine Hat,2002,2,27100
Forty Mile County No. 8,2002,2,1666
Foremost,2002,2,271
Bow Island,2002,2,913
Redcliff,2002,2,2265
Warner County No. 5,2002,2,1850
Coutts,2002,2,180
Milk River,2002,2,456
Warner,2002,2,187
Raymond,2002,2,1652
Stirling,2002,2,440
Lethbridge County,2002,2,4933
Lethbridge,2002,2,36145
Coalhurst,2002,2,730
Nobleford,2002,2,307
Barons,2002,2,134
Picture Butte,2002,2,839
Coaldale,2002,2,3010
Taber,2002,2,2927
Taber,2002,2,3914
Barnwell,2002,2,273
Vauxhall,2002,2,531
Newell County No. 4,2002,2,3420
Tilley,2002,2,208
Brooks,2002,2,5671
Duchess,2002,2,414
Rosemary,2002,2,189
Bassano,2002,2,646
Cardston County,2002,2,2117
Magrath,2002,2,1054
Improvement District No. 4 Waterton,2002,2,80
Cardston,2002,2,1877
Glenwood,2002,2,133
Hill Spring,2002,2,96
Pincher Creek No. 9,2002,2,1585
Pincher Creek,2002,2,1920
Cowley,2002,2,103
Willow Creek No. 26,2002,2,2665
Fort Macleod,2002,2,1589
Granum,2002,2,197
Claresholm,2002,2,1897
Stavely,2002,2,226
Nanton,2002,2,1005
Piikani 147,2002,2,781
Blood 148,2002,2,1958
Blood 148A,2002,2,2
Acadia No. 34,2002,2,258
Special Area No. 2,2002,2,1086
Empress,2002,2,84
Hanna,2002,2,1517
Special Area No. 3,2002,2,665
Oyen,2002,2,530
Cereal,2002,2,94
Youngstown,2002,2,90
Special Area No. 4,2002,2,717
Veteran,2002,2,148
Consort,2002,2,333
Vulcan County,2002,2,1857
Carmangay,2002,2,137
Champion,2002,2,176
Vulcan,2002,2,956
Lomond,2002,2,79
Milo,2002,2,57
Arrowwood,2002,2,105
Wheatland County,2002,2,3894
Strathmore,2002,2,4190
Hussar,2002,2,90
Standard,2002,2,186
Rockyford,2002,2,196
Drumheller,2002,2,3797
Starland County,2002,2,1098
Delia,2002,2,105
Munson,2002,2,105
Morrin,2002,2,125
Kneehill County,2002,2,2640
Carbon,2002,2,267
Acme,2002,2,300
Linden,2002,2,330
Three Hills,2002,2,1560
Trochu,2002,2,524
Siksika 146,2002,2,1382
Foothills No. 31,2002,2,8599
High River,2002,2,4998
Longview,2002,2,145
Turner Valley,2002,2,849
Black Diamond,2002,2,962
Okotoks,2002,2,6533
Rocky View County,2002,2,14820
Calgary,2002,2,460246
Chestermere,2002,2,2708
Cochrane,2002,2,6357
Airdrie,2002,2,11221
Irricana,2002,2,550
Beiseker,2002,2,403
Crossfield,2002,2,1232
Mountain View County,2002,2,5982
Carstairs,2002,2,1197
Cremona,2002,2,226
Didsbury,2002,2,2079
Olds,2002,2,3549
Sundre,2002,2,1207
Eden Valley 216,2002,2,233
Tsuu T'ina Nation 145 (Sarcee 145),2002,2,1057
Provost No. 52,2002,2,1247
Provost,2002,2,1027
Czar,2002,2,98
Hughenden,2002,2,120
Amisk,2002,2,95
Paintearth County No. 18,2002,2,1086
Coronation,2002,2,477
Castor,2002,2,481
Halkirk,2002,2,59
Stettler County No. 6,2002,2,2604
Big Valley,2002,2,174
Gadsby,2002,2,21
Botha,2002,2,91
Stettler,2002,2,2773
White Sands,2002,2,36
Rochon Sands,2002,2,25
Donalda,2002,2,123
Flagstaff County,2002,2,1761
Alliance,2002,2,83
Galahad,2002,2,77
Forestburg,2002,2,425
Heisler,2002,2,84
Daysland,2002,2,401
Strome,2002,2,129
Killam,2002,2,526
Sedgewick,2002,2,449
Lougheed,2002,2,109
Hardisty,2002,2,391
Wainwright No. 61,2002,2,1820
Chauvin,2002,2,172
Edgerton,2002,2,186
Wainwright,2002,2,2647
Irma,2002,2,216
Red Deer County,2002,2,8689
Elnora,2002,2,148
Delburne,2002,2,394
Jarvis Bay,2002,2,68
Bowden,2002,2,590
Innisfail,2002,2,3635
Penhold,2002,2,892
Red Deer,2002,2,36513
